	A10-1	A10-2	A11-2	A12-1	A13-6	A14	A15-1	A15-8	A21-9	A26-3	A30-10	A34-4	A35-2	A36	A38-1	A39-2	A4-5	A40-2	A42-3	A45-1	A49-8	A6-1	A7-1	A8	FL-1	FL-10	FL-13	FL-16	FL-17	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-26	FL-27	FL-3	FL-6	FL-7	FL-8	FL-9	H102-3	H105-1	H107-2	H113-1	H115-2	H118-1	H124-1	H124-2	H129-1	H134-2	H141-2	H146-2	H149-2	H164-2	H174-4	H176-4	H177-2	H181-2	H182-4	H183-4	H191-4	H193-2	H194-2	H207-4	H210-4	H211-4	H212-4	H213-4	H218-2	H220-4	H225-4	H226-4	H227-4	H230-6	H37-1	H45-1	H49	H50-1	L12-3	L18-2	L23-1	L23-3
FL-17	0.9078749271307456	0.8665119931719246	0.8901048987816614	0.9648884304270503	0.7955758342282585	0.753632119046583	0.9640611034288344	0.9647354085116113	0.8002779454523684	0.9618961204666355	0.8694446211621829	0.8046501669444376	0.7363003717733535	0.7943508576074115	0.9076947920005156	0.9729934496884697	0.8560383515441917	0.8071487429001164	0.9425600577281681	0.5918967172418315	0.900573025574426	0.8236698271538317	0.9118700610288935	0.8639243195378585	0.7146763069713096	0.7564794297856745	0.8232592086063979	0.785871065635513	0.0	0.8984576100404968	0.8091693790035176	0.9466447651530617	0.9557477793393333	0.9391806974810792	0.9189667714511772	0.8831182060509771	0.801259318277343	0.8365446125052037	0.9268050624701408	0.8010871863374148	0.74585195544235	0.8152507442645757	0.9113046557060428	0.9161809803008067	0.8977317269874693	0.9655278217086566	0.8769737190274791	0.7894658535750985	0.8437048798152719	0.8159608133445506	0.9662934634850703	0.9795188372724558	0.9423574454625111	0.9778154506372173	0.9375943099987067	0.9680819539927542	0.6856186228079352	0.9097069961582217	0.8256367761243755	0.9068467037072226	0.9192041263554354	0.7387230994239199	0.9722605806161464	0.9288263378893102	0.9604448121562942	0.8490163335181647	0.9173010182027629	0.9325962822222745	0.9590522122368198	0.9515410427237666	0.7513901243751843	0.8601118180704463	0.9203223410027745	0.8069514753888132	0.8716654132230397	0.8445506794058854	0.90948963293763	0.9644754115371363	0.8004729065074647	0.9568579830978127	0.8800972251930035	0.8590895020260115	0.8884066498045958	0.7249270177863434
FL-20	0.8776444676491286	0.9096523071445368	0.8455803765357719	0.881079118586033	0.7141254544895842	0.9097506291443079	0.8825117322489792	0.8786252739808532	0.9094877855072505	0.9395523122954615	0.8674508778519248	0.9414375210254539	0.8381733016048376	0.8009681931318987	0.8523428917926629	0.9260698781175684	0.8624941979673029	0.9653257359729966	0.8884851497768983	0.8903746222027958	0.9105923226328347	0.8366500050777663	0.95901517808846	0.8487924411031021	0.8625328080667278	0.8145428036292329	0.8772168965399029	0.8513787676351438	0.8984576100404968	0.0	0.652092739373649	0.8591306097443513	0.8831627425577007	0.9116307137197796	0.8021811958927589	0.8986941918745852	0.8868888755670555	0.6884831975778786	0.881458104731144	0.9410705428614432	0.7468923850542757	0.7571468554388565	0.8222744373583233	0.9468196902818561	0.9196489677342271	0.9177917026019514	0.8414520146175416	0.9516202388557925	0.9352156019579116	0.942761839893021	0.8121244752328851	0.938146744768613	0.9472234158043524	0.944621131381371	0.8306738441406857	0.9636824063912801	0.8592320237083004	0.947771971540185	0.8129777791606817	0.9615042319923769	0.9534946871779009	0.9228002328608752	0.9599277705184921	0.7837229613651735	0.9058762072002956	0.9422430289688619	0.8523712891371529	0.8401133232992677	0.8878926120746894	0.811991099084911	0.9685895198269061	0.8793104312712193	0.8205966695244485	0.9416991662970369	0.8520505189873359	0.9239080027176964	0.9441401355483783	0.9079851555632131	0.9320239038495106	0.9363202460878094	0.8507286508836612	0.7802836908079412	0.8504118275412121	0.795596560494889
FL-21	0.9137588546632245	0.9571554556698203	0.929490667473053	0.9684951092934155	0.9293963115427907	0.806416136949539	0.9726633999689861	0.9730552959000617	0.9428676391258592	0.9661068761875828	0.8823437068586801	0.9437568714334967	0.908710598436476	0.8953876978588096	0.9568497714131551	0.9677962999592069	0.8967510217848855	0.9350970499124843	0.9350718516355673	0.8300181214479014	0.9305032098163794	0.8795909108516135	0.9353603751810428	0.8780226489685377	0.8976371381680569	0.8511110898440155	0.9358661938246038	0.8617909963183287	0.8091693790035176	0.652092739373649	0.0	0.9398828590335507	0.9488243944671069	0.9692386229524977	0.961643237570664	0.9381636537604792	0.8941834978742715	0.24727329319927732	0.9424155181514228	0.8756304338271335	0.8916088166160331	0.873920537594732	0.9330696676640888	0.9497840648812949	0.9528535962495522	0.9690108546368442	0.9373190033634953	0.9597542063472252	0.9329743511054145	0.9461115402040631	0.971564853123889	0.9846278360956899	0.9554077132131412	0.9836877746650651	0.930052869116366	0.9750537759413859	0.8698799995728705	0.9517664648276708	0.9026863252252254	0.9448702258164597	0.9230677337435084	0.8011173761440173	0.9776814456961339	0.9503201223944218	0.9649634177910053	0.9445387938934866	0.9608104270226651	0.8708554807978831	0.9501526561653741	0.9067841882420644	0.9336509813778783	0.949192807980861	0.9520031380047606	0.9442295537944505	0.9507619581539729	0.9310888289409158	0.9462493773700256	0.972903771474408	0.9429070471941801	0.9500111722664696	0.947854747635432	0.8742758327702901	0.9335561560378245	0.8301267180461668
FL-22	0.861146749632821	0.9034286935796456	0.8921912125377232	0.905934124820096	0.8859141877102168	0.9495473927883141	0.939028711232605	0.9361668029188992	0.9836701475805387	0.8776980880099791	0.8386262814103119	0.9398933571648139	0.9182868518828364	0.9120286422270351	0.8932317149884955	0.8970537654383953	0.9529417670087431	0.980177784687208	0.8616466717349188	0.9525645642153976	0.9117484458001224	0.8908301677939723	0.9340712972025011	0.8653195198914789	0.9015312877140357	0.8990531817800854	0.8239344084021114	0.8893745091514509	0.9466447651530617	0.8591306097443513	0.9398828590335507	0.0	0.7499095638170835	0.7507067584643928	0.7753733302872634	0.8457910895674022	0.8804301953209136	0.9482353649874652	0.9065755222663207	0.9680852641821845	0.8910813122226223	0.908367890818423	0.8260117766613917	0.876387481386617	0.8797901961687733	0.8879522351357907	0.9280122853949615	0.9402880025377444	0.9124306319454678	0.9339613441807217	0.9332788828904057	0.9675035461387163	0.9188056780785259	0.9711950449998634	0.7714558263391004	0.9800721754771868	0.8822803661718323	0.8996974996333943	0.8487221574202959	0.9166206826397951	0.9287957113108859	0.9569654903766881	0.9450497006026997	0.9109554376109162	0.9010990848592085	0.9181662806561681	0.8757321351743597	0.8767185148908806	0.8642484899643006	0.8281875355242796	0.982994972532512	0.9294155913646065	0.8408594941136525	0.934380478233506	0.9045044038693365	0.9320527166992361	0.8643812169946734	0.9516231108006408	0.9625766681261825	0.8896983087577788	0.930918248229339	0.8206918941132771	0.8632647430779079	0.8984216453065874
FL-23	0.8240513585515877	0.9093263335722305	0.9046318752174302	0.8941443579836572	0.9097651757010257	0.9645684855388404	0.9167611772983623	0.9173189522816841	0.973373201476099	0.8780454508498033	0.8654066220804278	0.8995569092611927	0.9466953218162373	0.9195806679555604	0.8953201775670049	0.9015688491747911	0.9555639324707862	0.9682281844859456	0.8713883278998725	0.9552764216019477	0.9375185386392545	0.8359200970128109	0.9636528023481802	0.8219193861210613	0.9011881929076495	0.9015240584663475	0.8893765701748432	0.8280139200291906	0.9557477793393333	0.8831627425577007	0.9488243944671069	0.7499095638170835	0.0	0.7749168462567203	0.7736407576580449	0.8344651888933886	0.855892500412148	0.9483712302549469	0.9218517192505143	0.9805529594949627	0.8835734172207662	0.9068277158534556	0.8157229859703561	0.8116153801741038	0.8191524934361742	0.8311181310807984	0.8599692420058895	0.9066033950512612	0.8113153683357436	0.8901415229785528	0.8715771679925054	0.9514849391796191	0.8915424600966066	0.9502203621513619	0.5854047243056962	0.9669923172492575	0.8604499834483273	0.8493052507446969	0.8576672467542996	0.9307334073826837	0.9655419842716774	0.9791178331523692	0.9088729498216622	0.8186466807198812	0.886179100923072	0.8970538381926971	0.7943080676671169	0.8467383373475931	0.7800722533855311	0.7935513204424428	0.9715300435810353	0.8922526241853427	0.7531562874923711	0.8901392586571498	0.8867831914816092	0.9587026236802405	0.875319131208412	0.886653946886638	0.9417915657093311	0.8467770242852185	0.909696267566079	0.883090474910008	0.8634738461731015	0.900937331631241
FL-24	0.9091399470357104	0.9014744740130718	0.8870782725885772	0.8971181625638759	0.8846773965103546	0.9478827224394645	0.9431418804732354	0.9427976867776588	0.8994750193127559	0.9296337221442714	0.8039079413764426	0.888549992937849	0.8981132801345116	0.8429160453619632	0.8596273769653549	0.9146251496030426	0.94421341082541	0.931461454195811	0.894791891750815	0.9101541511255978	0.9356799186611926	0.8941002987091636	0.976758383136232	0.8608261420955423	0.8757415978787574	0.8845718041795088	0.8911503209245513	0.8971535524085772	0.9391806974810792	0.9116307137197796	0.9692386229524977	0.7507067584643928	0.7749168462567203	0.0	0.7722318844823408	0.83488417509969	0.7914209367200793	0.9383692243918217	0.9235272452985829	0.9889735300475544	0.8720353872101989	0.90226980061263	0.859127467770349	0.862210400340044	0.8510229612804252	0.8962098782309643	0.8925077726946881	0.8741221733666601	0.8391315766739266	0.885354660832512	0.9090129182370145	0.9949977870731108	0.9407770391947267	0.9949289109510662	0.7741016836789746	0.9813386552982847	0.9023771189137112	0.888586811483908	0.8133294719614211	0.9010542635231995	0.9775455754608737	0.9885264392039806	0.9485479613149108	0.8716122166234619	0.9118339039219214	0.8878986125906053	0.8046257296153069	0.8697527219192309	0.8091764266986493	0.7780345707345405	0.9308434671184866	0.902207735018253	0.7327243305502554	0.8829818072536731	0.8318205045743282	0.9312073204699843	0.8660425840733618	0.9376126697130619	0.9320827126962664	0.8730872433878931	0.9113650385325951	0.8060044037463108	0.8874467733344433	0.9328974511835562
FL-25	0.9083546511261016	0.8939076538561604	0.8841503848834792	0.8986325219463387	0.7500957854516479	0.9807571682905576	0.9453796439949987	0.9439428357182569	0.9272607391914691	0.9090872407902476	0.8554082679699777	0.9216809107886188	0.8502665269863139	0.8886762313551688	0.875453156754683	0.9131908497898403	0.9461495089959624	0.9600442615604158	0.8948241483611437	0.9408716589852795	0.9383374482579808	0.9253917797353488	0.9748912369978283	0.8707082303186586	0.8441811203835291	0.9205799228969811	0.8231789160324856	0.9029843806345128	0.9189667714511772	0.8021811958927589	0.961643237570664	0.7753733302872634	0.7736407576580449	0.7722318844823408	0.0	0.8299508746462415	0.7574267803153557	0.9609428534474331	0.919101753381383	0.9893818112000534	0.8403157369822669	0.9044924403115097	0.7886768567053405	0.8713527023627731	0.8832230625159123	0.9022000857738478	0.8813958218278384	0.870582485624913	0.890756777296503	0.9081352727344982	0.8934869595542879	0.9708479158326784	0.9268374768135729	0.9741888115901486	0.8124344476714555	0.9820321498126618	0.8643583626594202	0.9132731001816146	0.8234740968304662	0.9228958438927813	0.9757181705036994	0.9889678380958211	0.950463181661406	0.7995469825427297	0.9129443726364365	0.9027260718061918	0.8273422371818636	0.8604012641327697	0.8610713793951352	0.823203144454404	0.9613275497451805	0.913517714446689	0.7915689967840331	0.9165572896300371	0.8640719726929613	0.9086402352170507	0.8718614747831727	0.9400753217451141	0.9428931047268659	0.9027891724247288	0.9136352377301673	0.8274123720646273	0.8433742397901253	0.934938393892658
FL-26	0.7130268808424732	0.6639271298255045	0.6924843508576215	0.72384730003489	0.8025821354181021	0.9472325299263851	0.9361338252314203	0.935142483084009	0.9421744637623789	0.9025772043143255	0.8757045207360239	0.9392279810582914	0.825170625940602	0.8309758201843197	0.7283825326096464	0.8047800693416828	0.9041655359677901	0.9035143376741706	0.7751672408467768	0.9026327648575286	0.7097399621186312	0.7889933980060126	0.7845179187584148	0.8308538249376763	0.8627071456557718	0.856927710149075	0.883491635054187	0.8805256521126189	0.8831182060509771	0.8986941918745852	0.9381636537604792	0.8457910895674022	0.8344651888933886	0.83488417509969	0.8299508746462415	0.0	0.7574303174103797	0.940747886643278	0.7466330454321612	0.9308153960408866	0.7996862231884606	0.8826018516946186	0.6890280920905552	0.7311736089499321	0.7864012684578999	0.7689116084683412	0.8590741485872879	0.9119548007279997	0.8857306524894532	0.9400517536279452	0.8925564081349128	0.9959551140024516	0.9700686464065552	0.9958928328442569	0.8439725923919267	0.9791871334551152	0.8190597747512963	0.7426691957139674	0.8468691700829453	0.7780749805519098	0.7883191308771283	0.953130651741444	0.9765183948419942	0.8047767746033931	0.7197614387856388	0.9271378341141187	0.8662067300958567	0.7906258102008147	0.8566118863472064	0.8213930453013755	0.9549332448478591	0.8736135514554553	0.8095720828990243	0.9393895320781186	0.8637753074065588	0.753716598606446	0.8082558897531049	0.9298964557147629	0.9568571092122936	0.7936810793141249	0.8757882986806105	0.8685896946086145	0.7300313760964577	0.886793267516128
FL-27	0.8895472695744304	0.8184906560682859	0.8128458150391009	0.9247608732992255	0.7985822314560601	0.9101536517773776	0.9868581242989269	0.9869493761044769	0.7912338017930455	0.9248438005331328	0.9080887387859083	0.8676326639868064	0.7421564276766616	0.7591978679017959	0.8383636506102691	0.9291541566447978	0.836421392813271	0.7633190472246051	0.9125821408508823	0.7723249575710899	0.8397017558013313	0.7331943730173669	0.9287140942467104	0.7264858148811127	0.7306562948157019	0.893289415026031	0.7398117502705523	0.9280824943107443	0.801259318277343	0.8868888755670555	0.8941834978742715	0.8804301953209136	0.855892500412148	0.7914209367200793	0.7574267803153557	0.7574303174103797	0.0	0.9167193541431711	0.827225572973775	0.8859065411523036	0.7312602167986657	0.8714955766271498	0.805694235981122	0.8449114389742177	0.8304898192333635	0.9035622464212865	0.866576205625417	0.8313407376369997	0.8087371257724468	0.8919114166290704	0.8864728812089192	0.9927682327882579	0.9407729121624543	0.9925667055322861	0.8189255957808881	0.9874368500358042	0.7126715576986242	0.8782249023434885	0.7330471244395901	0.8549745338326163	0.9207707253194546	0.9161220979192155	0.9881400537694874	0.8907217117682339	0.8855010686077049	0.8413327284894135	0.7907668666384474	0.8547329072130421	0.8688038224156048	0.7982184298407423	0.8550543408802805	0.7827605505838429	0.757740873390806	0.8682687729010173	0.7458009325316272	0.8380779134750788	0.8365023914039498	0.9869139322602258	0.8665005147772339	0.9095785751962772	0.9268854949820814	0.8517291345890539	0.8796679501452699	0.9174635108107494
FL-3	0.9065598421928994	0.9561944842649969	0.9307619189657735	0.9666971917681912	0.9157829316594585	0.714198955377061	0.9682272666551328	0.968620311915071	0.9503000494435826	0.9643475255374627	0.794186894506375	0.9433846263604427	0.853020899537264	0.8539420141906882	0.9559003250436937	0.9668246048629607	0.8862807412554713	0.9428729348762734	0.9354649848430978	0.8330878416784734	0.9388333304834741	0.8871772667974631	0.9295521478827233	0.870672062405509	0.8891349611597945	0.7452421520796193	0.9408456030628574	0.8633323666325209	0.8365446125052037	0.6884831975778786	0.24727329319927732	0.9482353649874652	0.9483712302549469	0.9383692243918217	0.9609428534474331	0.940747886643278	0.9167193541431711	0.0	0.864230840990087	0.8730214093236629	0.883093205351206	0.8637798775452149	0.9400824492528093	0.9492863127624885	0.9520772406309921	0.9672076377632175	0.9376008740282287	0.9580312624551283	0.9336584236853492	0.9454763477479369	0.9686245605279948	0.9869500203358287	0.9534627957405521	0.9862787271294936	0.9308493644861996	0.970649281178122	0.8948150274427388	0.9510443535931419	0.9162707269734492	0.9483544994653664	0.9453576578425155	0.8766223495638744	0.9733813475025487	0.9495613244673387	0.9632306330546465	0.9441742188514329	0.959730744022769	0.8742896428587372	0.9495076234997942	0.9080046554212897	0.9434687856227156	0.9484171638405176	0.9514096461654308	0.9438028077864536	0.9500926670053986	0.9424286579143065	0.9459252930318324	0.9684681573876058	0.9503298738419383	0.949503149049277	0.9470387806521475	0.8669982229880834	0.9262046781961352	0.8472201314641195
FL-6	0.5265200619710844	0.4631724159431632	0.6733697006340109	0.47100045193252926	0.8808261666009438	0.8586294143684813	0.9831073829837615	0.9832191337922034	0.9319827608318026	0.8539870190367136	0.8931883786845043	0.9845097467973141	0.7569272700561718	0.8309278283830787	0.45284741321834104	0.7322524132718771	0.803495357300141	0.9046200212968034	0.7878884954200487	0.9032304352612056	0.4941270086129244	0.8055742492707095	0.3867215610913672	0.7849024956532047	0.8749321825242914	0.868680374560933	0.945262806771898	0.9229080530141357	0.9268050624701408	0.881458104731144	0.9424155181514228	0.9065755222663207	0.9218517192505143	0.9235272452985829	0.919101753381383	0.7466330454321612	0.827225572973775	0.864230840990087	0.0	0.8805422819481379	0.7824105191525906	0.8356208851389582	0.7325553080449837	0.6322519886613047	0.76389419680279	0.6789170670967396	0.938826442179583	0.9870218368707291	0.9454055723814795	0.9848324798683327	0.8536591309195644	0.9487912946918301	0.97470094053933	0.9473803542185647	0.9146227170647249	0.9838173685230387	0.8380670822223378	0.5283396720134586	0.8866985241491065	0.5771851109117854	0.4531397649509479	0.9392334897292142	0.9846840877733867	0.9724741666806387	0.6948769770695693	0.972284655458428	0.8976810096719905	0.800479437207027	0.9113138289288021	0.8968800035943298	0.9876565650623782	0.8696967581334589	0.9039193141789953	0.9845734160688498	0.8708584561173477	0.5890581560547985	0.8164424210518811	0.9831757189931284	0.9563235635704719	0.8247660213409659	0.9650013626094425	0.8732127791152111	0.5626973868803641	0.9180318935150876
FL-7	0.93224086495461	0.9300795593765667	0.9022517935372086	0.9758375879894613	0.8486496878031299	0.7746428870756881	1.0	1.0	1.0	0.9735610920207244	0.9011414397483261	1.0	0.8412666800195995	0.7738928917322695	0.9790008582775259	0.9884100802841006	0.6005088991982132	0.8466326691510548	0.9742852259874536	0.7935261704945402	0.8964781123539954	0.7323475201255323	0.8987840817054727	0.8096767847158839	0.8990833738749276	0.8841635936603112	0.9662437816482126	0.8051795997836448	0.8010871863374148	0.9410705428614432	0.8756304338271335	0.9680852641821845	0.9805529594949627	0.9889735300475544	0.9893818112000534	0.9308153960408866	0.8859065411523036	0.8730214093236629	0.8805422819481379	0.0	0.7993033348275415	0.8063190144888699	0.9287376817629036	0.9809714296916802	0.9766767459315909	0.9763191815603006	0.9668618274943761	1.0	0.9638708136583972	1.0	0.8001503658241885	1.0	0.9687554676663067	1.0	0.9718639402523639	1.0	0.817486495707557	0.9760311293377657	0.9323122733659883	0.9788034689969737	0.9244010199735935	0.6701913650856864	1.0	1.0	0.8554307162443849	0.9655050959878771	0.98123089558746	0.9301974041763245	0.9323775487748035	0.9429742715313889	1.0	0.8944794151852522	0.9819300940046639	1.0	0.9167814357594481	0.9547108908279284	0.9794183272860668	1.0	1.0	0.9810701162831607	1.0	0.8924452315071715	0.9404532571952333	0.7598213189421357
FL-8	0.8469448171447118	0.727098991969233	0.710840864724669	0.8503602543620264	0.682680024713488	0.8791550846732227	0.8087547876442402	0.8069307394013394	0.7594921307241872	0.9212008417770751	0.8238562176157075	0.8355073387089385	0.6288304609995161	0.5919779513820336	0.766687600675159	0.9207540155881876	0.7035324193005861	0.6984204515671424	0.8669976403417081	0.728535348822568	0.8209291268537914	0.6201460334036768	0.9355689086739617	0.6759926180028399	0.7127310204249482	0.7185201861846613	0.8474851240576644	0.7642256004014382	0.74585195544235	0.7468923850542757	0.8916088166160331	0.8910813122226223	0.8835734172207662	0.8720353872101989	0.8403157369822669	0.7996862231884606	0.7312602167986657	0.883093205351206	0.7824105191525906	0.7993033348275415	0.0	0.5871544572775643	0.8133264437244528	0.910215740788952	0.8621288242507008	0.9017245211445882	0.8212381751411739	0.8306015891921054	0.8549935781396883	0.8414060916570919	0.642135718203838	0.9225753973023484	0.9187305635092233	0.9262953415243423	0.8100922076795033	0.9447898555845282	0.578501129068142	0.9040036633730688	0.7148375311394597	0.9266646810900038	0.949645691502817	0.8965193606479186	0.9406737562357192	0.8320000675515735	0.7735628536349493	0.8467792014790818	0.7583173909863941	0.8355906474450063	0.7474336275656744	0.8676277300014438	0.8710199721201408	0.6064183772866991	0.7824646493900204	0.8366855671358303	0.6390965809682274	0.8745325490742212	0.904412179377104	0.8527041903533843	0.7547371590841941	0.930931486713743	0.7238656828811882	0.6963552823792548	0.8442975991565338	0.6867252967594751
FL-9	0.8244584401957288	0.8767298771662704	0.7783858573472257	0.8026569427639741	0.8092111574923079	0.7838701056469077	0.6148460172937419	0.6131450995179036	0.8167565090987022	0.9275393030337786	0.7854965240815321	0.9012123508766354	0.8206740782843965	0.6720793798984558	0.7808647549605483	0.9194385156126945	0.5928561766407998	0.9594223548918825	0.8478410902536745	0.7428667189296083	0.8988662000642934	0.6386531231835086	0.91291233961756	0.6955334888251624	0.703270882529388	0.6705044077127169	0.9658747596680922	0.5908018853407269	0.8152507442645757	0.7571468554388565	0.873920537594732	0.908367890818423	0.9068277158534556	0.90226980061263	0.9044924403115097	0.8826018516946186	0.8714955766271498	0.8637798775452149	0.8356208851389582	0.8063190144888699	0.5871544572775643	0.0	0.8841175681539409	0.9467354747470201	0.93551164782959	0.9130741446948054	0.8367980372990982	0.9343130203232043	0.9036155161912808	0.9063973935855603	0.6890811827805801	0.9800602509745554	0.8577119630799689	0.9784492728942716	0.833546015674053	0.905911286772871	0.8551306410317681	0.9338480527998755	0.7156306198426281	0.9691182452340457	0.9338278769409855	0.7966021795767934	0.9040555798253431	0.8353540485874467	0.8369661228292701	0.9144766646418153	0.843072593658916	0.9266467126923807	0.8966822499640128	0.9170546590554651	0.9658831287659495	0.8598506229977116	0.8316133704796888	0.9022625140478769	0.8305171271012362	0.9161518413755491	0.9426446487972986	0.7182461447422429	0.9715438745807593	0.9334330750359683	0.6614777731682224	0.5372884036876503	0.857890294301354	0.38476775091278076
H102-3	0.6900584533096606	0.6392555649269978	0.675755504824341	0.7374398905706575	0.8276674327670424	0.942715357855656	0.9272360208133567	0.9243030793849792	0.952095030357922	0.8345770596722214	0.8752735770819561	0.9056730228469366	0.8828429467372586	0.8213783383760346	0.7220057821738838	0.7776740604894105	0.9078519972211528	0.8998534211474515	0.7057717060509765	0.9141047059898113	0.7063253527224372	0.79526210306319	0.7730981919148316	0.774543348286917	0.8584606162274	0.8594171660234299	0.9034709828224121	0.8687348015653868	0.9113046557060428	0.8222744373583233	0.9330696676640888	0.8260117766613917	0.8157229859703561	0.859127467770349	0.7886768567053405	0.6890280920905552	0.805694235981122	0.9400824492528093	0.7325553080449837	0.9287376817629036	0.8133264437244528	0.8841175681539409	0.0	0.7008729645230988	0.7622697017644613	0.7380866949259318	0.813541154437702	0.9114783894503897	0.878276380546595	0.9001800258679806	0.9085545370904287	0.9954187466855462	0.9031633735815261	0.9953386894930172	0.8274237509328892	0.9764990018791664	0.8170456967396946	0.6948350020748796	0.7799135517136573	0.7521046659294218	0.7708541774104698	0.9522451766513922	0.9351755184295618	0.8221977222800169	0.7099046694353696	0.8782412678482162	0.8633093124490524	0.7498416592898299	0.8330388429395422	0.7791040669461279	0.9576477452345172	0.8565809626252461	0.8353953770436743	0.8988954168392216	0.8396167340743256	0.7796770824012237	0.716961184684826	0.9424236426619987	0.9596728326952186	0.7675356105235284	0.8952346117691636	0.7808327538763857	0.5959409132367063	0.8729169220110127
H105-1	0.5305080750414398	0.534432917851634	0.8033254276876104	0.5550550470383709	0.9313565331726865	0.9653397074321974	0.9606563712822549	0.9609039073585212	0.8827281262390441	0.729408926695616	0.9208474184771428	0.7974511629551833	0.9409368442299979	0.8821612815644704	0.4712628122183579	0.7070958515469215	0.8761371874840245	0.8814948652392028	0.729610040493248	0.8649633234332985	0.6294203113749046	0.9251779207617697	0.5291935600577956	0.8421797927021362	0.8670375629968301	0.9188744888119996	0.8556886703004076	0.9024686154235745	0.9161809803008067	0.9468196902818561	0.9497840648812949	0.876387481386617	0.8116153801741038	0.862210400340044	0.8713527023627731	0.7311736089499321	0.8449114389742177	0.9492863127624885	0.6322519886613047	0.9809714296916802	0.910215740788952	0.9467354747470201	0.7008729645230988	0.0	0.6324515599412529	0.6754638715733037	0.8929145060310704	0.8171719405625764	0.668330401064001	0.811585035143684	0.9623144803992659	0.9936414133468525	0.8944735684322158	0.9934861362947887	0.8300481174672026	0.8503495921193511	0.8627681911345386	0.41744857450201345	0.8156145439862158	0.4596420752681242	0.5699344428215533	0.9795995806976461	0.7802105121203634	0.8614899841734046	0.7687357853779084	0.8083791555534213	0.8418240159882134	0.635439735614551	0.8751785837822211	0.8245138960967223	0.8740330504282631	0.8706354992181107	0.8073416054995151	0.7868541963719516	0.8358692667160634	0.6391660885294552	0.5075062640554465	0.9608077212955884	0.8827683354339234	0.6796558168763218	0.9286109904151219	0.9177844422615677	0.533460018491903	0.9435647041340177
H107-2	0.7238312910168895	0.7182270228966702	0.7716397397686541	0.7503584323101822	0.8971800316214139	0.9574061591291236	0.9511807073154123	0.9515612602303831	0.8544929420186665	0.7572894967181087	0.9375353135978016	0.7444503485076442	0.9079830284942756	0.8631716519493303	0.6422573487961983	0.8466238140301755	0.9482471114230219	0.8545989056420904	0.6745440497012954	0.8331203381480016	0.7781536253476238	0.8536471163780767	0.7573511514865017	0.8838507087019454	0.8444146621369661	0.9032856517312053	0.838795166162177	0.8808192171245678	0.8977317269874693	0.9196489677342271	0.9528535962495522	0.8797901961687733	0.8191524934361742	0.8510229612804252	0.8832230625159123	0.7864012684578999	0.8304898192333635	0.9520772406309921	0.76389419680279	0.9766767459315909	0.8621288242507008	0.93551164782959	0.7622697017644613	0.6324515599412529	0.0	0.30868927586082073	0.8077598909593069	0.7683414136399928	0.6616164113735796	0.7417925221574346	0.9221531454161395	0.9228684851337399	0.8675856695692057	0.9203567094283106	0.7475862523211586	0.9603603665702954	0.7922159818254354	0.5633516023373069	0.7849683192607279	0.6508974089754133	0.7312970413059824	0.9745816834308865	0.8904967850308736	0.9342066248687487	0.6793633759539379	0.7677359317485278	0.7309525833690792	0.6616000111394298	0.8693024341539116	0.8182154289317487	0.8408635452572322	0.8061688485351948	0.7490419911846969	0.7307288329365906	0.8083109649167308	0.7241310377572618	0.5186965460087365	0.9514135241700987	0.8074637372281036	0.7583553621299566	0.9131006858992401	0.9347835648953406	0.7044948652156586	0.930804764548526
H113-1	0.6717332743956925	0.7113228265795899	0.7828273976028345	0.6533927657272498	0.9256582850490548	0.9567437650208616	0.9503812158062861	0.9507742848905366	0.9660727261491099	0.7536090354355378	0.9512531612047577	0.8991158921383069	0.9385534080822359	0.9394964067675554	0.6679322456724112	0.8082409081115344	0.9288635668771452	0.9800074236164611	0.6912575235626809	0.9443660002104197	0.7405889736470506	0.8538660809295999	0.6732394775733542	0.8810216256553017	0.8829894875497527	0.9426294334604791	0.9354685442249372	0.8790226728475603	0.9655278217086566	0.9177917026019514	0.9690108546368442	0.8879522351357907	0.8311181310807984	0.8962098782309643	0.9022000857738478	0.7689116084683412	0.9035622464212865	0.9672076377632175	0.6789170670967396	0.9763191815603006	0.9017245211445882	0.9130741446948054	0.7380866949259318	0.6754638715733037	0.30868927586082073	0.0	0.8762391998152682	0.8925584671473947	0.7793867379417604	0.8704455885524055	0.9012233072254384	0.921533591092744	0.8653322828196127	0.9189326559591431	0.7655158857101944	0.9597477055583639	0.8559939698260739	0.5379428991612771	0.8673424957310812	0.6965022978717353	0.6485490846689642	0.9741564102364175	0.8887980592291381	0.9517215813386102	0.6752134309086962	0.8954774936564438	0.8245106728586782	0.7506567937961053	0.8829266997708358	0.866131943083035	0.9856543941798483	0.9247605465177202	0.8232896006282868	0.8877895759595186	0.8880781219217654	0.6933178010235758	0.6473534720505876	0.950621701791703	0.9495457401659305	0.7711887280011889	0.936360286423731	0.9326755664238872	0.6754379360667802	0.929742027244315
