	A1-2	A1-3	A10-1	A10-2	A12-1	A13-6	A14	A15-1	A15-8	A17-8	A2-2	A21-9	A30-10	A34-4	A36	A37-7	A4-5	A40-2	A43-3	A44-5	A46-6	A6-1	A7-1	A8	A9-1	FL-1	FL-10	FL-12	FL-13	FL-14	FL-15	FL-17	FL-18	FL-20	FL-21	FL-22	FL-23	FL-24	FL-25	FL-27	FL-3	FL-5	FL-6	FL-7	FL-8	FL-9	H115-2	H124-2	H128	H130-2	H134-2	H146-2	H164-2	H174-4	H176-4	H183-4	H184-4	H194-2	H200-4	H218-2	H220-4	H224-4	H225-4	H226-4	H227-4	H45-1	H49	H50-1	L12-3	L15-1	L23-2	L23-3
H176-4	0.8562970951225543	0.768154967821084	0.8994423419907073	0.6631532680762058	0.6899548396014321	0.8790696009185354	0.7485061835155532	0.6884700626165483	0.6739907891136157	0.9003836991994195	0.8488733048213357	0.7771905012960179	0.837478236220302	0.5325854813187607	0.851476439719576	0.8374089170551408	0.7916729335740635	0.8769476328246726	0.8456482788224116	0.8703909325498376	0.9267769299299801	0.8047371137070063	0.8576654640188994	0.8016267490400559	0.8426976101133893	0.49651310562612866	0.7470159026098246	0.8960874160425206	0.8883920741894736	0.8405639280402654	0.5703764675928686	0.8240609110717334	0.8079372173385849	0.8988635398628336	0.800327865049019	0.9164380415765547	0.7650256568953531	0.9323093868337491	0.8183089711482839	0.8737771369367935	0.831384457277061	0.6806054555022844	0.8711678247727449	0.6663030471235346	0.8100715210174292	0.7398399130762597	0.629977092593242	0.8477938143250102	0.7275245679904173	0.769428389024179	0.6743079879077515	0.6743079879077515	0.6854451133125653	0.8756646501275991	0.0	0.6873809718023469	0.7750467442644086	0.815902920477144	0.8614587096704031	0.8456482788224116	0.8778416661246056	0.4801927619807352	0.8032865681981459	0.47896792832583945	0.733034591602392	0.6851824426618287	0.8058597561357315	0.8722843942046346	0.7597831136571225	0.8776273257570063	0.6663030471235346	0.747854363606259
H183-4	0.8514078173483093	0.7551572139297583	0.897508017148453	0.6404205388177239	0.6707985656318527	0.7398489877959038	0.3260551818775231	0.669124149993924	0.6527434431487441	0.8975305051572238	0.8434562901827007	0.7652122814579746	0.6813098347960481	0.7987102317584329	0.8434663808843357	0.8322911918799398	0.5717414406210612	0.8725644783505225	0.8386887064845224	0.8537673102147304	0.9252469592793242	0.5383840209857783	0.7264543856479121	0.5964429675218226	0.7678267995098872	0.635742549898695	0.704406923884201	0.8075898567589288	0.8395306077718073	0.8183656556553072	0.6809979147598316	0.5944960601891994	0.8007550605684189	0.914933221983027	0.5013898016949178	0.9069147019890009	0.8936379500143183	0.9249226683845644	0.9149417198961602	0.8577220672732315	0.6673195835513228	0.7595185214612034	0.7556591055500556	0.20941201318699904	0.7820482749900487	0.32681607517344574	0.7225864634939047	0.841030616424773	0.7093938344118718	0.7589992466021516	0.6112982468485904	0.6112982468485904	0.6657097797118801	0.7214252449100812	0.6873809718023469	0.0	0.7392677505280052	0.8093143801893455	0.8577602177779453	0.8386887064845224	0.8624592073609683	0.8068001091932779	0.7957455514894959	0.806991623432341	0.8438699345781596	0.6654130993677986	0.7769488491923361	0.9199415093512451	0.7484417175608535	0.8622096647360697	0.20941201318699904	0.355083644342102
H184-4	0.7991305915249242	0.6951741170809532	0.9095576850801358	0.754958245680261	0.7694558789620405	0.8452668124571655	0.7574388208630628	0.7686359307017251	0.7607441390173744	0.9144930648091837	0.7898711640595985	0.7052592144492273	0.8324392201768137	0.8390872711758552	0.8860358161647707	0.862308770910803	0.811531596646066	0.8977825090869783	0.8770766342674413	0.8144983501997025	0.9346974518214384	0.7294339873234427	0.8639404288042446	0.8190738098579051	0.8515395695654215	0.7466601478676491	0.7562648910667294	0.6909926740329313	0.8904227897620928	0.8784070937034406	0.8471781536550428	0.8365319059585937	0.7513216212663528	0.8504243805372883	0.7617936356172211	0.8526058397109473	0.8613894022043121	0.863314314376779	0.8961962925073252	0.7544199348124346	0.778207250642741	0.7681792069013573	0.863611297615463	0.7260126347333852	0.6191314536829859	0.7741480412771568	0.7938702422781013	0.8784412569003741	0.7353469594202304	0.8164893598369883	0.5755634117525127	0.5755634117525127	0.7669716501031695	0.8215747574287003	0.7750467442644086	0.7392677505280052	0.0	0.8471916412729978	0.8799561982145406	0.8770766342674413	0.8245068794618563	0.8442991550969329	0.8385994274724344	0.8444235643897108	0.8929460377686167	0.766827524143309	0.6221707218702318	0.8939771298597368	0.810431305950045	0.8697801028588682	0.7260126347333852	0.779729652270698
H194-2	0.6313511879191259	0.84824458060854	0.845915087436688	0.6043155737119061	0.5429845214921499	0.7653087340055177	0.8348458710959634	0.6259048646842229	0.5949818481995405	0.8042373764507654	0.8875556644324988	0.8521686181080986	0.7423080500476467	0.8625765120312664	0.5999953636661354	0.7701810659210906	0.6423998458520829	0.8203589678976486	0.8919795898431978	0.8995395969169976	0.9391568280767292	0.74331847603835	0.8917146020693064	0.8604376820426322	0.7278375630777087	0.8690252356583207	0.6923350091272986	0.9162742036151761	0.9111255699352965	0.8030530342300386	0.8797998066528934	0.8723763250084176	0.5190624902612485	0.8512460675847782	0.8597684529186982	0.8749503050055545	0.9222696592523784	0.8972197433315228	0.9356453649642317	0.9016716814794496	0.8764358602876325	0.8445395725014258	0.9000268677380823	0.8013326741525036	0.7547569222719197	0.6779620753896504	0.8292124187739924	0.89303480311034	0.8318304651519057	0.2955137756023547	0.8043185112305529	0.8043185112305529	0.7912036060366917	0.781905442407311	0.815902920477144	0.8093143801893455	0.8471916412729978	0.0	0.7804890268412308	0.8919795898431978	0.7312870934115447	0.8665545528526036	0.8055636018366118	0.8666498558208484	0.8096719679835739	0.5897391504738381	0.8626349642246263	0.9389224110267184	0.6784092084365488	0.8072075419262257	0.8013326741525036	0.6931173679301501
H200-4	0.9123899973038269	0.8859573088702544	0.8408111550470615	0.7729978789840048	0.7005896705464945	0.799555682455584	0.8724668418357729	0.7814858996693906	0.7765484764325995	0.6710510457409719	0.588104956065517	0.8881876915007477	0.8047423499798653	0.5615736840439804	0.9255786439071875	0.8498942101823844	0.8793743552834147	0.6110796881844118	0.5385710404028539	0.6829236347251376	0.7453624642289731	0.8365417113635091	0.9092641609210778	0.8882857051119879	0.7556387403824018	0.8938564835015299	0.8096517670198639	0.9271662483313464	0.6753400130573907	0.6916461112312573	0.6184424216776986	0.7352062582833774	0.8331266390771913	0.8407075652222824	0.8878573138175836	0.7958730960491386	0.8465579819895094	0.8100616063935284	0.8182483053444143	0.6898441984164221	0.8987763163651609	0.8783255626860963	0.9151739797935186	0.8533657337633493	0.6751431731539581	0.8066843723180498	0.8691334948934404	0.5737220898476005	0.876930284713589	0.8139806972070285	0.8549987746542673	0.8549987746542673	0.8461534445569858	0.7951963304490792	0.8614587096704031	0.8577602177779453	0.8799561982145406	0.7804890268412308	0.0	0.5385710404028539	0.6435309695737141	0.5747593682001543	0.4727027936808269	0.5750748854617164	0.6922293843408956	0.7104485894410886	0.5617676526655483	0.9285409585318275	0.7392298636511135	0.9181407121844133	0.8533657337633493	0.8100033635223642
H218-2	0.8935500654018089	0.837781579403497	0.9374145744235682	0.8210789397659055	0.8325309301566639	0.7696132584270722	0.8649851516434426	0.8318863811752804	0.8256635183732576	0.4660414352249995	0.308504233698228	0.8432123012360175	0.9072970787015511	0.3365641953972437	0.8678859676845344	0.903171562355193	0.8848737944106031	0.2877695629127226	0.0	0.5975786605840736	0.6376772119984249	0.8911253867952775	0.9176441157010489	0.8896268352172002	0.6959079684510249	0.8975393782179941	0.8643187715985341	0.9381829922785743	0.6620250541304249	0.6131338010871935	0.47035007055398265	0.6572946499018152	0.8879174024927033	0.856773711211558	0.8890029310617296	0.8431428960360966	0.943015976357103	0.8737233425402104	0.8567881472228709	0.6099496631841184	0.9042311041573703	0.874511933977313	0.9247325451847824	0.8300882507799769	0.6636530948779312	0.8611283028461753	0.8593361070394688	0.10834119854646687	0.8141051267912679	0.8688855051699873	0.8333276086758189	0.8333276086758189	0.8305769605399341	0.7628042319543522	0.8456482788224116	0.8386887064845224	0.8770766342674413	0.8919795898431978	0.5385710404028539	0.0	0.6246448671621088	0.3696873562623817	0.27941229688854186	0.37046335060563523	0.6719145438450354	0.8304634924331682	0.3370614835827262	0.9560877447519541	0.7607217090135212	0.9281725642638834	0.8300882507799769	0.8646935284675111
H220-4	0.7593813902818225	0.9041138730158219	0.8903694588141629	0.7870939738010869	0.8199038210035842	0.7536156317907962	0.8628969172415255	0.7895574983079597	0.789894086772707	0.5127093962817231	0.6550832422222651	0.9056955230347742	0.848600731969213	0.6259421339735303	0.8794336827526574	0.8510795079517067	0.8274778744602358	0.5819447857188331	0.6246448671621088	0.6490456029831005	0.7739660209916914	0.7520735769815867	0.9072781113394495	0.8884219208393432	0.7158161123894305	0.8933454750773122	0.784173767201761	0.8828410472155074	0.7374079393215899	0.5263164895278812	0.6542878414942706	0.7548437212029174	0.7244044056187067	0.6840789454169959	0.8880457481131269	0.7682065575697933	0.8898840490651525	0.8101826929202584	0.8404858176546819	0.6445331620765157	0.8882754614341268	0.8906582812044234	0.9047899813363545	0.8588571668579423	0.6065267600511274	0.7950030730338637	0.883613237174003	0.6512283562923495	0.8978118147308508	0.7568397200083804	0.7770820040680223	0.7770820040680223	0.8718510485572052	0.6380143996401909	0.8778416661246056	0.8624592073609683	0.8245068794618563	0.7312870934115447	0.6435309695737141	0.6246448671621088	0.0	0.6354536071980907	0.517225989722838	0.6356823218107022	0.6205009988798913	0.8187719340136488	0.5281556842805915	0.9414206484303665	0.7569078300576991	0.7780271021129765	0.8588571668579423	0.7980831561913817
H224-4	0.894449857986063	0.8535569789684427	0.9167105716955091	0.8012122642101488	0.8108610681997152	0.7604372986969336	0.8320300446536367	0.8103095461372456	0.8050370698856704	0.5933833316324492	0.467220604896918	0.8572144035766682	0.877002201530145	0.05827890745692395	0.9049231741967285	0.8782296686984056	0.8524496850869165	0.4976273521979636	0.3696873562623817	0.6132042279870159	0.7011789263214638	0.8591252798324159	0.8889247601099597	0.857513464105239	0.6964711349188453	0.652438333488445	0.8313665722279305	0.9137981437737243	0.6669563196538262	0.5842825380492191	0.17304430498155984	0.6649649022154467	0.8624183848912522	0.818440474714013	0.8568445791650687	0.8298055010722646	0.8077954789975629	0.8604635614000773	0.7374749114996647	0.6233163220971908	0.8735434756517295	0.7854508713340299	0.897322593033776	0.7989519662361982	0.6704651040097442	0.8282079726117699	0.7637357342426386	0.4242163628941496	0.8383296004724939	0.8437214199293803	0.8018856582683311	0.8018856582683311	0.8091922627707081	0.7543048871476365	0.4801927619807352	0.8068001091932779	0.8442991550969329	0.8665545528526036	0.5747593682001543	0.3696873562623817	0.6354536071980907	0.0	0.39601666045605927	0.006185797886008081	0.48633479642397864	0.8090956425575324	0.4204299363124646	0.8889372712710947	0.7567945859630963	0.9014677728063245	0.7989519662361982	0.8317395336757171
H225-4	0.8864939599636354	0.8377815836858097	0.8841292768354946	0.6913169462440834	0.7091233709760633	0.7518012444472798	0.8247633960273743	0.7081147928542378	0.6984166470128402	0.5576318588851908	0.4077219355709051	0.8422573919850866	0.8315583489149123	0.3690653016232553	0.8949424289817277	0.8245088730432354	0.8398932502756388	0.4419007816277794	0.27941229688854186	0.593145223823478	0.6823103466551287	0.8041282836960747	0.8874694502106354	0.8533052845960947	0.68075740571697	0.8627632670000542	0.7598338290491456	0.9137586849126158	0.6528940095361663	0.607395436845662	0.4804929031068704	0.6449666345459429	0.7987512526393025	0.8068731333322475	0.8525657238290821	0.7989253152492451	0.9201061599457987	0.8370114389971237	0.8407846921647318	0.6044696680535553	0.8708774923099853	0.8356378388919922	0.8964192953572038	0.7865601449804986	0.579896413745264	0.7546568432160179	0.8184078813921428	0.3456630379746483	0.8188851343715708	0.7672786369512662	0.7900026863916932	0.7900026863916932	0.7755686133726098	0.7450824748373911	0.8032865681981459	0.7957455514894959	0.8385994274724344	0.8055636018366118	0.4727027936808269	0.27941229688854186	0.517225989722838	0.39601666045605927	0.0	0.39665296951046985	0.6011091024624908	0.7058909943693945	0.3694669284483213	0.9375945354019247	0.6566667429437938	0.9008089724081129	0.7865601449804986	0.7604432280816651
H226-4	0.8945226001559197	0.8536969667155583	0.9167477077070193	0.8014236745543956	0.8110524635320092	0.7605728318387001	0.8321748240470663	0.8105020587321708	0.8052404273099879	0.5937064090980791	0.4677466906924137	0.8573474894116369	0.8770798509921339	0.0594333253157628	0.9050119635974424	0.8783090300428731	0.8525614149662865	0.4981204204382399	0.37046335060563523	0.6134617030120543	0.7013534483468836	0.8592271319493661	0.8889880894368125	0.8576176593720234	0.6966886761078935	0.654939127772839	0.8315124971252729	0.9138362906551735	0.6671472233087742	0.5845582703940216	0.17389377174501167	0.6652299290229657	0.8625196850435096	0.8185091076874578	0.8569497546298538	0.8298739189016826	0.8073423243943169	0.8605095536836536	0.7375809401295341	0.6235605148860184	0.8736255520985668	0.7856336581803289	0.8973767106748505	0.7991593474865428	0.6707378816554412	0.8283594127619204	0.7639573752238905	0.42489567031199016	0.8385001971318409	0.8438521106495498	0.80208703449405	0.80208703449405	0.8093870486917645	0.7544474458879131	0.47896792832583945	0.806991623432341	0.8444235643897108	0.8666498558208484	0.5750748854617164	0.37046335060563523	0.6356823218107022	0.006185797886008081	0.39665296951046985	0.0	0.48666267364357785	0.8092906256970716	0.42100781876310145	0.8889748751779974	0.7570185128412921	0.9015176101530903	0.7991593474865428	0.8318848140895355
H227-4	0.8622841770212992	0.9146137348611025	0.9176539534717039	0.8519206247436923	0.8561451148736633	0.7563420547182599	0.8567294831050261	0.8558988623707868	0.8535742305172188	0.6568850492647093	0.693569748890404	0.9158702277468878	0.8558022699701406	0.5088139020935021	0.8930848806140322	0.8914442889276756	0.8136934119725465	0.6312785535331382	0.6719145438450354	0.7319918712717921	0.7920114209458653	0.8413617001794148	0.8917128442626013	0.8712523723967304	0.6771778545907352	0.7450261628038478	0.8541163007188484	0.9103590006863331	0.6798780844392671	0.5198980985537137	0.4695342885688043	0.7467337905742552	0.8054979813023128	0.7477144199467992	0.8708491813436148	0.8433045192913217	0.8517122336252567	0.866391849958415	0.7759578863805379	0.7367467854208661	0.8813053313554855	0.8689561583679881	0.8977419673929972	0.8401409669078627	0.7325041236417439	0.8189056090623076	0.8611621232348832	0.6941764827954927	0.9096520125816776	0.8196661949258993	0.8762130789902978	0.8762130789902978	0.8864947289433127	0.7254003190160506	0.733034591602392	0.8438699345781596	0.8929460377686167	0.8096719679835739	0.6922293843408956	0.6719145438450354	0.6205009988798913	0.48633479642397864	0.6011091024624908	0.48666267364357785	0.0	0.8553589366244672	0.6547204903221342	0.9062517125042344	0.8206462850611194	0.866590804249282	0.8401409669078627	0.8213244498304462
H45-1	0.8457612358513376	0.7394393993455177	0.8458321457010111	0.3500523973747066	0.15407948185502773	0.8791700291125906	0.7368058304410139	0.41510346686026584	0.37833522380624074	0.8942721130091538	0.8371764447143035	0.7507969430158998	0.6690697827636048	0.8008484915126157	0.8338231214343184	0.7365168140645323	0.7737235196608144	0.8674855395930222	0.8304634924331682	0.8701078881919422	0.9235276560958162	0.6924126573333191	0.8567208323610738	0.7963250567859845	0.8408217588337014	0.8141120486701021	0.5810412067792289	0.8967824664245327	0.8888438887311211	0.8745660674858008	0.835091815054789	0.8207905539573852	0.6800930143051127	0.9003668273051015	0.7948965857891516	0.8797279504531995	0.9057449889653921	0.8810666640387904	0.9247181967775868	0.8736502114760228	0.8286934712381501	0.7605955253507901	0.8709213355088977	0.6400374230347999	0.7021589835191381	0.5663915115810555	0.7222031535744522	0.8330484042564621	0.6869823983603273	0.6014549411446979	0.6497215546378451	0.6497215546378451	0.6196625572926442	0.8756211342176217	0.6851824426618287	0.6654130993677986	0.766827524143309	0.5897391504738381	0.7104485894410886	0.8304634924331682	0.8187719340136488	0.8090956425575324	0.7058909943693945	0.8092906256970716	0.8553589366244672	0.0	0.8009712250105057	0.9291641409740258	0.5808199765996445	0.8776678048625727	0.6400374230347999	0.5827407299420223
H49	0.8914612921236928	0.8477403290142336	0.9152003366876107	0.7923874894088996	0.8028893574953684	0.7291555105501248	0.7881706779139968	0.8022902916613474	0.7965558611926556	0.5800507309062236	0.44533175954959636	0.8516901479878742	0.8477024589168067	0.3960130844779144	0.9012373351874552	0.8749742913551577	0.8320415531141755	0.4771174789570816	0.3370614835827262	0.49631985290584324	0.6940404066110021	0.7594360943056242	0.8749632114964521	0.8380577338976639	0.6705249150695972	0.8482266857334193	0.7872759201634714	0.8591198190490631	0.6453825499160497	0.6000312393481345	0.4748814043802561	0.6347021032061461	0.8582482573857053	0.7941679382793287	0.8372641161509592	0.7753090025895923	0.8697136212068556	0.8133526471296144	0.8039353236889493	0.5108366446448976	0.8432008336417719	0.8363461550601441	0.873898123295594	0.7673189041839985	0.39740498584202744	0.8029790945844543	0.820042276568523	0.3957186326704025	0.8312110103552071	0.8383186058091062	0.6450134863503965	0.6450134863503965	0.801076241789616	0.6665915242106478	0.8058597561357315	0.7769488491923361	0.6221707218702318	0.8626349642246263	0.5617676526655483	0.3370614835827262	0.5281556842805915	0.4204299363124646	0.3694669284483213	0.42100781876310145	0.6547204903221342	0.8009712250105057	0.0	0.9299894808175256	0.7475040936348984	0.8791895334370133	0.7673189041839985	0.8072400672027333
H50-1	0.8755958221152218	0.8554087117264018	0.8151675359803446	0.928106224456108	0.9294086289128028	0.9299122197889802	0.9242701372808269	0.9293319437673373	0.9286127249125768	0.9620241059777535	0.8943868141184206	0.8706219312235605	0.9342271016911268	0.8873924633505568	0.9627103473155234	0.8005038155768741	0.928374173566782	0.9590509612206307	0.9560877447519541	0.8137737753371944	0.8437906848268978	0.9298559252441009	0.7959937654872936	0.9294912210878954	0.9350283014227406	0.7991998518851612	0.9241465755817465	0.7876480548634134	0.9290289795953448	0.9270648572889635	0.8882525746723277	0.9323085618015563	0.8981596421298538	0.8971159706737636	0.9100965045176577	0.8693582068962378	0.7830358228172313	0.7864770055575493	0.7987557468197702	0.8852166417284485	0.91525982839701	0.8955076757947948	0.8053145537450712	0.918734327313332	0.9304998746105144	0.9235660675653479	0.9075908746574243	0.9562631429951133	0.924729755458207	0.9345453275854773	0.9191785816222797	0.9191785816222797	0.9291774479969661	0.9409654575492559	0.8722843942046346	0.9199415093512451	0.8939771298597368	0.9389224110267184	0.9285409585318275	0.9560877447519541	0.9414206484303665	0.8889372712710947	0.9375945354019247	0.8889748751779974	0.9062517125042344	0.9291641409740258	0.9299894808175256	0.0	0.9337906433375621	0.8101413047862238	0.918734327313332	0.9242159631700122
L12-3	0.8699091386713418	0.8016408026211569	0.8228085413541837	0.43184660826728033	0.5868262679393583	0.8402852205346643	0.791054544662035	0.4753240609572695	0.4064899104212046	0.7103581610281611	0.7801015286664503	0.8082922227040611	0.7878604352486498	0.7473643399525592	0.8722625864691131	0.7220737836921488	0.8135763279926136	0.8076639693068497	0.7607217090135212	0.8291366822686096	0.8075579385138656	0.6818026835329516	0.8744640156045673	0.8304005596866456	0.7938335784612094	0.8429166378005035	0.5972792330304537	0.9063208876945388	0.8523064535433293	0.8346077772968343	0.7870530357112078	0.7703057916484437	0.6927245156835026	0.8740971143010945	0.8294112420412046	0.8187866734810516	0.9137631975390496	0.8802201085069313	0.8980012806088318	0.8334817075275381	0.8534573276616122	0.8063326560070436	0.8855006689319519	0.7343624717510109	0.591608816706027	0.5748389735710854	0.7819552558082162	0.7639149365131482	0.7726336971605564	0.5950429683373355	0.7396737290957638	0.7396737290957638	0.7202012629105655	0.8359063782222727	0.7597831136571225	0.7484417175608535	0.810431305950045	0.6784092084365488	0.7392298636511135	0.7607217090135212	0.7569078300576991	0.7567945859630963	0.6566667429437938	0.7570185128412921	0.8206462850611194	0.5808199765996445	0.7475040936348984	0.9337906433375621	0.0	0.8908407143887739	0.7343624717510109	0.5986186555195491
L15-1	0.7589938861944044	0.9039458695577895	0.554020456611583	0.8744779740357193	0.8783951562969587	0.8693173445932684	0.7986646108680294	0.8781674102579721	0.8760138664728883	0.8074515348527181	0.9213498578520712	0.9055330210249058	0.8411782655471296	0.8994058888343919	0.8792143246519971	0.670788477778625	0.8326754665364273	0.8771436141979989	0.9281725642638834	0.7014089910748595	0.5523737881664301	0.8788220061135098	0.39230243539661835	0.8882577519937913	0.8571804244267004	0.8931954847135768	0.7980830111350242	0.5290198262779718	0.9203062540752764	0.7837337536309399	0.8996549932064832	0.8951721821221328	0.8025658388308832	0.8444381668362934	0.8878804696287836	0.9288546789086003	0.921983799269151	0.8221037193886596	0.9332959970537975	0.864445803745921	0.8376767847349084	0.8904865893779685	0.33911699019089303	0.8585943701074583	0.8805864541262428	0.8726070831636236	0.8834186881993267	0.9286406583164345	0.8976209797194977	0.8370850100970115	0.8464776721487705	0.8464776721487705	0.8777074871598557	0.8317806956773256	0.8776273257570063	0.8622096647360697	0.8697801028588682	0.8072075419262257	0.9181407121844133	0.9281725642638834	0.7780271021129765	0.9014677728063245	0.9008089724081129	0.9015176101530903	0.866590804249282	0.8776678048625727	0.8791895334370133	0.8101413047862238	0.8908407143887739	0.0	0.8585943701074583	0.874402258113475
L23-2	0.8455069608003568	0.7387129121036603	0.8952459150488951	0.6109453329737243	0.6462631534224236	0.7660112842524338	0.420703080895931	0.6443291149984263	0.6253308765988134	0.8941262980606784	0.836893050489641	0.7501324897329749	0.6358824292489568	0.7901765606700499	0.8333785389399456	0.8261481052354587	0.4994551123476479	0.8672563994060267	0.8300882507799769	0.8496888724509211	0.9234514014966217	0.5843233633095293	0.690327363199632	0.5307562716303422	0.7594838179441057	0.5798963347280905	0.6872537451419596	0.7857091707298752	0.8355888645359185	0.8132991424623501	0.6355027445670621	0.5978668385420067	0.7920243177088184	0.9135689913299297	0.57239508450257	0.9052786879324007	0.8914965968610163	0.9238620274732745	0.9135777639995752	0.8538641532478879	0.6188049159722928	0.7472369060199633	0.7250199891892115	0.0	0.7728626854312208	0.3930682117758991	0.7061136708494073	0.8326845302196654	0.6859333588002783	0.7461072544563719	0.5810847563159094	0.5810847563159094	0.6403807883361424	0.7584150639924079	0.6663030471235346	0.20941201318699904	0.7260126347333852	0.8013326741525036	0.8533657337633493	0.8300882507799769	0.8588571668579423	0.7989519662361982	0.7865601449804986	0.7991593474865428	0.8401409669078627	0.6400374230347999	0.7673189041839985	0.918734327313332	0.7343624717510109	0.8585943701074583	0.0	0.3490737564998254
L23-3	0.8702280214917847	0.8023812325009025	0.8329623274024177	0.41780015769700146	0.5886924944891789	0.75078935624222	0.4910733291741542	0.4778881313872732	0.4532860623757082	0.9086794474696803	0.8642039948583776	0.8089839152230257	0.6028012950380658	0.8256364233230219	0.8727246644804662	0.7292124193232662	0.5923700319364726	0.8893626766588	0.8646935284675111	0.8674256946047552	0.931360250638169	0.3697063459352785	0.7344302358397243	0.6250976223240784	0.7948471952470504	0.6571393967239816	0.5511695828861043	0.8077968234194716	0.8529196361402561	0.8353327459952345	0.695101244910391	0.6010866065182283	0.6936359376394289	0.8968163113776506	0.6023677209352927	0.855025252192164	0.9010525354154457	0.9003923217151263	0.9197507038174227	0.8706844217742457	0.6835043466828802	0.79697512160345	0.7603585232693827	0.3490737564998254	0.6619274807327582	0.08592107762501075	0.771266868890311	0.8663450924558886	0.7736059840970211	0.6148919580099629	0.6948605438318142	0.6948605438318142	0.7213573117257751	0.7579917191089017	0.747854363606259	0.355083644342102	0.779729652270698	0.6931173679301501	0.8100033635223642	0.8646935284675111	0.7980831561913817	0.8317395336757171	0.7604432280816651	0.8318848140895355	0.8213244498304462	0.5827407299420223	0.8072400672027333	0.9242159631700122	0.5986186555195491	0.874402258113475	0.3490737564998254	0.0
